Record_ID,Year,Month,village_name,problem_type,severity,affected_families,ngo_name,ngo_work
F27_REC00011,2016,May,"Ahmedabad, Gujarat",ASHA Worker Shortage,Low,65,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00012,2015,Jan,"Coimbatore, Tamil Nadu",Malaria Outbreak | Dengue Outbreak,High,200,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00013,2016,Sep,"Coimbatore, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | Low Immunization,Medium,147,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00014,2015,Apr,"Vadodara, Gujarat",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Low,130,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00015,2015,Aug,"Lucknow, Uttar Pradesh",Malaria Outbreak | TB Burden,High,112,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00016,2016,Mar,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden | Low Immunization,High,122,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00017,2017,May,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,High,134,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00018,2015,Jun,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,High,179,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00019,2016,Jun,"Gaya, Bihar",General Health Monitoring,Medium,66,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00020,2015,Mar,"Kolkata, West Bengal",TB Burden | Low Institutional Deliveries,Medium,105,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00021,2017,Mar,"Gaya, Bihar",TB Burden,Medium,102,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00022,2017,Jul,"Nagpur, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden,High,219,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00023,2015,Mar,"Muzaffarpur, Bihar",TB Burden | ASHA Worker Shortage,High,90,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00024,2016,Mar,"Hubli, Karnataka",Dengue Outbreak,High,114,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00025,2015,Mar,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | Low ANC Coverage,Medium,186,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00026,2015,Mar,"Mysuru, Karnataka",Malaria Outbreak,Low,86,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00027,2015,Apr,"Mumbai, Maharashtra",TB Burden | Low Institutional Deliveries,Low,96,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00028,2017,Jun,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,176,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00029,2017,Sep,"Mumbai, Maharashtra",TB Burden,High,74,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00030,2015,Aug,"Surat, Gujarat",Dengue Outbreak,Low,106,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00031,2017,Aug,"Surat, Gujarat",Dengue Outbreak | TB Burden,High,113,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00032,2017,Sep,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Low,145,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00033,2017,May,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,High,200,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00034,2016,Feb,"Gaya, Bihar",Malaria Outbreak | TB Burden,High,136,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00035,2015,Aug,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,Low,178,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00036,2017,Jan,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden | Low Immunization | Low Institutional Deliveries,Low,104,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00037,2016,May,"Muzaffarpur, Bihar",TB Burden | Low ANC Coverage,Medium,106,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00038,2015,Jul,"Lucknow, Uttar Pradesh",Malaria Outbreak | TB Burden | Low ANC Coverage,Medium,186,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00039,2017,Apr,"Gaya, Bihar",Dengue Outbreak,High,114,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00040,2016,Jul,"Surat, Gujarat",Malaria Outbreak,High,143,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00041,2015,Jun,"Gaya, Bihar",General Health Monitoring,Low,79,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00042,2016,Apr,"Howrah, West Bengal",General Health Monitoring,Medium,52,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00043,2016,Jun,"Ahmedabad, Gujarat",Dengue Outbreak | Low Immunization | Low Institutional Deliveries,High,80,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00044,2015,Aug,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak,High,194,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00045,2017,Apr,"Patna, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,193,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00046,2017,Apr,"Agra, Uttar Pradesh",Malaria Outbreak | ASHA Worker Shortage,Medium,124,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00047,2016,Jun,"Pune, Maharashtra",Malaria Outbreak | TB Burden,Low,162,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00048,2015,Mar,"Mumbai, Maharashtra",TB Burden | Low Immunization | Low ANC Coverage,Medium,77,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00049,2017,Aug,"Lucknow, Uttar Pradesh",Malaria Outbreak | Low Institutional Deliveries,Low,112,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00050,2017,Jun,"Muzaffarpur, Bihar",Malaria Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,High,135,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00051,2017,May,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden,High,184,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00052,2015,Mar,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden,Low,141,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00053,2015,Mar,"Kolkata, West Bengal",Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,Low,109,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00054,2015,Jun,"Agra, Uttar Pradesh",Dengue Outbreak,High,123,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00055,2015,Jan,"Lucknow, Uttar Pradesh",Malaria Outbreak,Medium,137,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00056,2015,Jul,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden,Medium,104,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00057,2016,Jul,"Hubli, Karnataka",Low Institutional Deliveries | ASHA Worker Shortage,Low,80,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00058,2017,May,"Lucknow, Uttar Pradesh",TB Burden,High,68,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00059,2017,Feb,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Low,169,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00060,2015,Feb,"Mysuru, Karnataka",General Health Monitoring,Low,52,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00061,2017,Apr,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,High,183,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00062,2017,Aug,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden,High,179,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00063,2015,Jun,"Agra, Uttar Pradesh",ASHA Worker Shortage,Medium,65,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00064,2015,Jul,"Patna, Bihar",Low Immunization,Low,79,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00065,2015,Apr,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden | Low Immunization,High,155,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00066,2015,Aug,"Muzaffarpur, Bihar",Malaria Outbreak | TB Burden | Low ANC Coverage,Medium,140,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00067,2015,Mar,"Madurai, Tamil Nadu",Malaria Outbreak,Medium,113,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00068,2016,Jun,"Mysuru, Karnataka",General Health Monitoring,High,66,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00069,2016,May,"Mumbai, Maharashtra",Dengue Outbreak,High,134,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00070,2017,Apr,"Siliguri, West Bengal",TB Burden,Medium,81,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00071,2016,Jun,"Agra, Uttar Pradesh",Dengue Outbreak | TB Burden,Medium,112,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00072,2015,Aug,"Nagpur, Maharashtra",Malaria Outbreak,High,125,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00073,2017,Feb,"Bengaluru, Karnataka",Malaria Outbreak | TB Burden | Low Institutional Deliveries | ASHA Worker Shortage,Medium,182,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00074,2016,Jul,"Mysuru, Karnataka",Dengue Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,High,141,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00075,2015,Jul,"Chennai, Tamil Nadu",Dengue Outbreak,High,106,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00076,2016,Jan,"Ahmedabad, Gujarat",Dengue Outbreak,Medium,137,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00077,2017,Sep,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,High,194,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00078,2017,Feb,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,184,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00079,2016,Jul,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,202,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00080,2016,Sep,"Agra, Uttar Pradesh",Dengue Outbreak | TB Burden | Low ANC Coverage,Low,88,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00081,2016,May,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage,Low,250,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00082,2016,Jul,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden,High,132,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00083,2017,Feb,"Madurai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,194,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00084,2017,Apr,"Patna, Bihar",Malaria Outbreak,Low,113,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00085,2015,Aug,"Ahmedabad, Gujarat",Malaria Outbreak | Low Institutional Deliveries,Medium,113,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00086,2016,Jun,"Kolkata, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,High,201,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00087,2015,May,"Lucknow, Uttar Pradesh",TB Burden | Low Immunization,Low,97,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00088,2017,Apr,"Vadodara, Gujarat",Malaria Outbreak,High,114,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00089,2016,Apr,"Madurai, Tamil Nadu",Dengue Outbreak | ASHA Worker Shortage,Low,110,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00090,2017,Aug,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,High,212,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00091,2015,Mar,"Lucknow, Uttar Pradesh",TB Burden | Low Immunization | Low ANC Coverage | Low Institutional Deliveries,Medium,98,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00092,2016,Aug,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak,Low,138,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00093,2017,Jan,"Surat, Gujarat",Dengue Outbreak | ASHA Worker Shortage,High,134,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00094,2016,Feb,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden,Medium,130,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00095,2016,Jan,"Siliguri, West Bengal",Malaria Outbreak,Medium,182,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00096,2016,Feb,"Muzaffarpur, Bihar",Dengue Outbreak | Low Institutional Deliveries,Medium,124,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00097,2015,Mar,"Madurai, Tamil Nadu",Low Institutional Deliveries | ASHA Worker Shortage,High,83,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00098,2015,Aug,"Madurai, Tamil Nadu",Dengue Outbreak | TB Burden,Medium,131,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00099,2015,Sep,"Patna, Bihar",TB Burden,Medium,106,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00100,2015,Feb,"Chennai, Tamil Nadu",TB Burden,High,116,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00101,2016,Apr,"Kolkata, West Bengal",Low ANC Coverage | ASHA Worker Shortage,High,46,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00102,2015,Aug,"Varanasi, Uttar Pradesh",Malaria Outbreak,Low,132,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00103,2015,Jul,"Hubli, Karnataka",Malaria Outbreak | TB Burden | ASHA Worker Shortage,High,133,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00104,2016,May,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,High,200,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00105,2017,Sep,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden | Low Immunization,High,113,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00106,2015,Jan,"Patna, Bihar",TB Burden | Low Immunization,Medium,75,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00107,2017,Aug,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak,High,135,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00108,2016,Aug,"Howrah, West Bengal",TB Burden,Medium,91,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00109,2016,Jul,"Gaya, Bihar",General Health Monitoring,High,82,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00110,2016,Feb,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | Low ANC Coverage | ASHA Worker Shortage,Low,184,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00111,2015,Sep,"Ahmedabad, Gujarat",Malaria Outbreak,Medium,114,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00112,2017,Sep,"Patna, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,High,206,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00113,2015,Sep,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Medium,95,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00114,2015,Sep,"Chennai, Tamil Nadu",Malaria Outbreak | ASHA Worker Shortage,Medium,107,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00115,2017,Apr,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak,Medium,192,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00116,2016,Jul,"Hubli, Karnataka",Malaria Outbreak | Low ANC Coverage | ASHA Worker Shortage,High,128,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00117,2015,Jul,"Ahmedabad, Gujarat",Dengue Outbreak | Low Institutional Deliveries,High,78,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00118,2017,Jul,"Kolkata, West Bengal",Malaria Outbreak | TB Burden,Medium,198,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00119,2017,Jul,"Coimbatore, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,162,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00120,2015,Jun,"Gaya, Bihar",TB Burden,Medium,120,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00121,2015,Sep,"Kolkata, West Bengal",Malaria Outbreak | Dengue Outbreak,High,164,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00122,2016,Jun,"Ahmedabad, Gujarat",Dengue Outbreak | ASHA Worker Shortage,Low,73,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00123,2017,May,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden | Low ANC Coverage,Low,124,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00124,2017,Jul,"Kolkata, West Bengal",TB Burden,High,94,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00125,2015,Feb,"Pune, Maharashtra",Malaria Outbreak,Medium,110,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00126,2017,Jul,"Agra, Uttar Pradesh",Malaria Outbreak | TB Burden,Medium,142,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00127,2016,May,"Mysuru, Karnataka",Malaria Outbreak | TB Burden | ASHA Worker Shortage,High,174,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00128,2016,Jul,"Muzaffarpur, Bihar",Dengue Outbreak,Low,122,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00129,2016,Jul,"Ahmedabad, Gujarat",Malaria Outbreak,High,158,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00130,2015,Mar,"Kolkata, West Bengal",General Health Monitoring,High,41,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00131,2015,May,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden,Medium,167,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00132,2015,Jul,"Mumbai, Maharashtra",Malaria Outbreak | TB Burden,Low,138,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00133,2017,Aug,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak,Low,176,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00134,2016,Mar,"Kolkata, West Bengal",Dengue Outbreak,Low,102,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00135,2015,Feb,"Coimbatore, Tamil Nadu",Malaria Outbreak | TB Burden,Low,118,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00136,2017,Mar,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak,High,175,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00137,2015,Apr,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Medium,158,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00138,2017,Jan,"Mysuru, Karnataka",Dengue Outbreak | TB Burden,Low,147,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00139,2017,Apr,"Patna, Bihar",Malaria Outbreak | TB Burden,Medium,179,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00140,2015,Aug,"Bengaluru, Karnataka",TB Burden,Medium,102,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00141,2015,May,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,204,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00142,2016,Jul,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden,High,138,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00143,2017,Aug,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization,Medium,207,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00144,2016,Jul,"Hubli, Karnataka",Dengue Outbreak | TB Burden,Medium,115,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00145,2017,Sep,"Gaya, Bihar",Dengue Outbreak,Low,104,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00146,2016,Mar,"Vadodara, Gujarat",General Health Monitoring,Low,66,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00147,2015,May,"Ahmedabad, Gujarat",Dengue Outbreak,Medium,131,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00148,2015,Aug,"Mumbai, Maharashtra",TB Burden,High,102,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00149,2017,May,"Nagpur, Maharashtra",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Low,154,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00150,2017,Aug,"Mysuru, Karnataka",TB Burden,High,76,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00151,2015,Mar,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden,Low,177,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00152,2017,Jan,"Kolkata, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,200,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00153,2017,Jan,"Varanasi, Uttar Pradesh",TB Burden | Low Institutional Deliveries | ASHA Worker Shortage,High,78,HMIS,"Health data reporting, facility monitoring, program evaluation"
F27_REC00154,2017,Feb,"Coimbatore, Tamil Nadu",Malaria Outbreak | TB Burden | Low Immunization,Low,137,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F27_REC00155,2017,Jul,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,211,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00156,2016,Apr,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak,Low,172,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00157,2017,Sep,"Kolkata, West Bengal",Malaria Outbreak | TB Burden,Low,169,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00158,2016,Jul,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,154,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00159,2017,Apr,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,142,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00160,2017,May,"Agra, Uttar Pradesh",TB Burden,High,113,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00161,2017,May,"Kolkata, West Bengal",TB Burden | Low Immunization,High,120,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00162,2016,Apr,"Hubli, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries,Medium,196,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00163,2016,May,"Siliguri, West Bengal",Dengue Outbreak | TB Burden,High,146,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00164,2015,Aug,"Gaya, Bihar",Dengue Outbreak | TB Burden | Low ANC Coverage,Medium,126,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00165,2015,Apr,"Madurai, Tamil Nadu",TB Burden | Low ANC Coverage,High,64,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00166,2016,Jun,"Lucknow, Uttar Pradesh",Malaria Outbreak | TB Burden,Low,141,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00167,2016,Jul,"Howrah, West Bengal",Low ANC Coverage,Medium,64,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00168,2016,Mar,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak,Medium,113,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F27_REC00169,2017,Apr,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak | Low ANC Coverage | ASHA Worker Shortage,Medium,172,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F27_REC00170,2015,Feb,"Hubli, Karnataka",Malaria Outbreak | ASHA Worker Shortage,Medium,78,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F27_REC00171,2015,Jan,"Surat, Gujarat",Malaria Outbreak,High,152,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F27_REC00172,2015,Jun,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden,High,112,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F27_REC00173,2015,Feb,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,High,163,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F27_REC00174,2016,May,"Patna, Bihar",Dengue Outbreak | TB Burden,Low,116,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
